10,2,1,0,9,0,0,0,0,0,0,0,0
0,0,2,0,0,10,1,5,0,0,0,0,3
5,2,1,0,1,3,1,2,0,0,0,0,3
4,2,3,1,1,0,3,0,1,0,0,0,0
1,2,1,0,2,1,3,0,0,1,1,1,3
